SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Predicted_Churn,CustomerID
0,1,0,2.70805020110221,1,1,0,0,0,1,1,0,1,4.213607983048918,0,0,0,0,1,0,0,0,2257-BOVXD
0,0,0,3.9889840465642745,1,0,0,0,0,0,0,0,0,3.0373539482448106,0,1,0,1,1,0,0,0,6349-JDHQP
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,1,4.2759714333333765,1,0,0,0,0,1,0,0,3721-CNEYS
0,1,1,4.0943445622221,1,1,1,1,0,1,1,1,1,4.719391330078114,1,0,0,1,0,0,1,0,8591-TKMZH
0,1,1,1.9459101490553132,1,0,1,1,0,0,0,0,0,4.041295341132285,0,0,0,0,1,0,0,0,5876-HZVZM
0,1,0,4.174387269895637,1,0,0,0,0,0,0,0,0,3.017982882488811,0,1,0,1,1,0,0,0,6848-HJTXY
0,1,0,3.7612001156935624,1,1,0,0,0,0,0,0,1,3.9367156180185177,0,0,0,0,0,1,0,0,3982-XWFZQ
0,1,1,3.8918202981106265,1,0,0,0,0,0,0,0,0,3.075005454448499,0,1,0,1,0,0,0,0,1862-QRWPE
0,1,0,3.970291913552122,0,0,1,0,1,0,0,0,0,3.5959414584546674,0,0,1,0,0,0,1,0,5245-VDBUR
0,1,0,4.219507705176107,1,0,1,1,1,1,1,1,1,4.718945200246936,1,0,0,1,0,1,0,0,2323-ARSVR
0,0,0,3.4011973816621555,1,0,0,0,0,1,1,1,1,4.55597994179732,1,0,0,0,0,1,0,0,0082-OQIQY
0,1,1,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.0373539482448106,0,1,1,0,0,0,1,0,4464-JCOLN
0,1,0,3.5553480614894135,1,1,0,0,1,0,1,1,1,4.61561544384963,1,0,0,0,0,1,0,0,8397-MVTAZ
0,0,0,4.189654742026425,1,1,0,0,0,0,0,0,1,3.261935314328648,0,1,0,1,0,0,0,0,5666-MBJPT
0,0,0,2.3978952727983707,1,0,0,0,0,0,0,1,1,4.056123349401903,0,0,0,0,0,0,0,0,0463-ZSDNT
0,0,0,2.995732273553991,0,0,0,0,0,0,0,0,1,3.263849190510932,0,0,0,0,0,0,0,0,1559-DTODC
0,1,1,4.02535169073515,1,1,1,0,0,0,1,1,0,4.623991940228679,1,0,1,0,0,0,1,0,2696-ECXKC
0,0,0,1.3862943611198906,1,0,0,0,0,1,1,1,1,4.253482783560398,0,0,0,0,0,1,0,0,9048-JVYVF
0,1,1,1.3862943611198906,1,0,0,1,0,1,0,0,1,4.394449154672439,1,0,0,0,0,1,0,0,9643-AVVWI
1,0,0,3.4965075614664802,1,0,0,0,0,0,0,0,0,3.0349529867072724,0,1,1,0,1,0,0,0,5917-RYRMG
0,1,0,4.248495242049359,1,0,0,0,0,0,0,0,0,3.039749158970765,0,1,0,1,0,0,1,0,6345-FZOQH
0,0,0,2.4849066497880004,1,0,0,0,0,0,0,0,0,3.0204248861443626,0,1,1,0,0,0,1,0,7649-PHJVR
0,0,0,2.8903717578961645,1,0,0,0,0,0,0,0,0,3.0516399054922867,0,1,1,0,0,0,1,0,5505-OVWQW
0,1,1,4.07753744390572,1,0,0,1,0,1,1,1,1,4.333361462692601,0,0,1,0,1,0,0,0,6848-YLDFR
0,0,1,0.6931471805599453,1,0,0,0,1,0,0,1,0,4.097672352314776,0,0,0,0,0,1,0,0,3891-PUQOD
0,0,0,0.6931471805599453,0,0,0,0,0,0,0,0,0,3.2902658209548736,0,0,1,0,0,0,1,0,3069-SSVSN
0,0,0,4.276666119016055,1,1,1,1,1,1,0,1,0,4.401829261970061,0,0,0,1,0,0,0,0,7998-WNZEM
0,1,1,3.9889840465642745,1,1,0,0,0,0,0,0,0,3.279029747687948,0,1,0,1,1,0,0,0,3088-FVYWK
1,1,0,2.833213344056216,1,0,0,1,0,0,0,0,1,4.321480134805848,1,0,0,0,1,0,0,0,7503-QQRVF
0,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,3.242592351485517,0,1,1,0,0,0,0,0,1131-ALZWV
0,0,0,3.4339872044851463,1,0,0,0,0,0,1,1,1,4.513602992462601,1,0,0,0,0,1,0,0,6032-KRXXO
0,1,0,3.044522437723423,0,0,0,0,0,0,0,0,1,3.2367157429965316,0,0,0,0,0,1,0,0,5590-YRFJT
0,0,0,1.3862943611198906,1,0,0,1,0,0,1,0,0,4.43970574626056,1,0,0,0,0,1,0,0,0923-PNFUB
0,1,1,2.995732273553991,1,0,0,0,0,0,0,0,0,3.0726933146901194,0,1,0,0,0,0,1,0,1038-RQOST
0,1,0,4.110873864173311,1,1,0,1,1,1,1,1,1,4.716711560720999,1,0,0,1,1,0,0,0,9330-VOFSZ
0,1,0,2.1972245773362196,1,0,1,0,0,0,0,0,1,4.324132656254979,1,0,0,0,0,1,0,0,3235-ETOOB
0,1,1,1.9459101490553132,1,0,0,0,0,0,0,0,0,3.0373539482448106,0,1,0,0,0,0,1,0,6164-HXUGH
0,1,1,2.6390573296152584,1,0,0,0,0,0,1,1,0,4.492561241605437,1,0,0,0,0,1,0,0,3143-JQEGI
0,1,1,3.4339872044851463,1,0,0,0,0,0,0,0,0,3.022860940942244,0,1,1,0,0,0,0,0,7061-OVMIM
0,0,0,4.07753744390572,1,1,1,1,1,0,1,1,1,4.689051669968793,1,0,1,0,0,1,0,0,2000-MPKCA
1,1,0,2.772588722239781,1,0,0,1,0,0,1,1,1,4.560695695886262,1,0,0,0,0,1,0,0,6583-KQJLK
1,1,1,3.4011973816621555,0,0,0,1,1,0,0,0,1,3.6014134283326604,0,0,0,0,0,0,1,0,6773-LQTVT
1,1,0,1.3862943611198906,1,1,0,1,1,0,1,1,1,4.671893818030999,1,0,0,0,0,1,0,0,1400-MMYXY
0,0,0,2.995732273553991,1,0,0,0,0,0,0,0,1,3.0421386463681466,0,1,0,1,0,0,1,0,5469-NUJUR
0,0,0,3.5553480614894135,1,0,1,0,1,1,1,1,1,4.393831680123644,0,0,1,0,0,0,0,0,3229-USWAR
0,0,0,3.784189633918261,1,1,0,1,0,0,0,0,1,4.367547313409047,1,0,0,0,0,1,0,0,0475-RIJEP
1,1,1,4.110873864173311,1,1,1,0,0,0,0,0,1,4.406109305189839,1,0,0,0,0,1,0,0,7426-WEIJX
0,1,1,4.290459441148391,1,1,1,1,0,1,1,0,0,4.6141299273595635,1,0,0,1,0,0,0,0,6234-RAAPL
0,0,0,4.248495242049359,1,1,0,1,1,1,1,0,1,4.591578232468624,1,0,0,1,1,0,0,0,0727-BNRLG
0,1,0,4.290459441148391,1,1,1,1,1,1,1,1,1,4.523417684115833,0,0,0,1,0,0,0,0,1227-UDMZR
0,1,0,2.1972245773362196,1,0,1,0,0,1,0,1,0,4.197201947661808,0,0,0,1,0,0,1,0,8792-AOROI
0,0,0,3.58351893845611,1,0,1,0,0,1,0,1,1,4.502029427068578,1,0,1,0,0,1,0,0,2758-RNWXS
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,3.039749158970765,0,1,0,0,0,0,1,0,2369-FEVNO
0,1,1,3.970291913552122,1,1,0,0,0,0,0,0,0,3.2865344733420154,0,1,0,1,0,0,1,0,8532-UEFWH
1,0,0,2.0794415416798357,1,0,1,0,0,0,0,0,0,4.349632566862877,1,0,0,0,0,0,0,0,2070-FNEXE
0,0,0,3.9318256327243257,0,0,1,0,0,1,0,0,1,3.594568774642695,0,0,1,0,0,0,1,0,0121-SNYRK
0,1,1,4.276666119016055,1,1,0,0,0,0,0,0,0,3.214867803470662,0,1,0,1,1,0,0,0,1555-HAPSU
0,0,0,4.174387269895637,1,0,0,0,0,0,0,0,0,3.022860940942244,0,1,0,1,0,0,1,0,2616-FLVQC
0,1,0,3.367295829986474,1,0,1,0,0,1,0,0,0,4.013676659154646,0,0,1,0,0,0,1,0,3422-WJOYD
0,1,0,3.4011973816621555,1,1,0,1,0,0,0,0,1,4.396299293960601,1,0,0,0,0,0,0,0,4818-DRBQT
0,0,0,3.912023005428146,0,0,0,0,1,0,0,0,1,3.4404180948154366,0,0,0,0,0,0,0,0,5533-RJFTJ
0,1,1,2.9444389791664403,1,0,0,0,0,0,0,0,1,3.056356895370426,0,1,0,0,0,0,1,0,4054-CUMIA
0,1,1,2.302585092994046,1,1,0,1,0,0,0,0,1,4.030694535145645,0,0,0,0,0,0,1,0,3173-NVMPX
0,0,0,2.0794415416798357,1,0,0,0,0,0,0,0,0,3.0081547935525483,0,1,0,0,0,1,0,0,4541-RMRLG
0,1,1,4.1588830833596715,1,1,0,1,0,0,0,1,1,4.5255857066452485,1,0,1,0,0,1,0,0,4184-VODJZ
0,0,0,2.0794415416798357,0,0,0,1,0,0,0,1,1,3.716008121502189,0,0,0,0,1,0,0,0,2187-LZGPL
0,1,1,3.2188758248682006,1,1,1,0,0,0,0,0,0,4.020877410340228,0,0,0,0,0,1,0,0,7619-ODSGN
1,1,0,2.995732273553991,1,0,1,0,1,0,1,0,0,4.210645017918261,0,0,0,0,0,0,0,0,1697-NVVGY
1,0,0,2.1972245773362196,1,1,0,0,0,1,1,1,1,4.6166045636137545,1,0,0,0,1,0,0,0,2754-SDJRD
1,1,1,4.290459441148391,1,1,1,1,1,1,1,1,1,4.753159063701541,1,0,0,1,0,0,0,0,6919-ELBGL
0,1,1,3.367295829986474,1,1,1,1,0,0,1,1,0,4.673762977453703,1,0,1,0,0,1,0,0,3325-FUYCG
0,1,0,3.295836866004329,1,0,0,1,0,1,1,1,1,4.304740540713808,0,0,0,0,0,1,0,0,5949-HGVJL
0,1,1,2.995732273553991,0,0,0,0,0,0,0,0,1,3.2523106009544382,0,0,0,0,0,0,1,0,7909-FIOIY
0,1,1,1.9459101490553132,1,1,0,0,0,0,0,0,1,3.9110225050945626,0,0,0,0,1,0,0,0,2720-FVBQP
0,0,0,4.1588830833596715,1,0,0,0,1,0,0,1,0,4.0868162958013095,0,0,1,0,1,0,0,0,3055-VTCGS
0,1,1,1.791759469228055,1,0,0,0,0,0,0,0,0,3.017982882488811,0,1,0,0,0,0,1,0,1257-SXUXQ
0,1,1,4.276666119016055,1,1,1,0,0,0,1,1,1,4.58700621536042,1,0,0,1,0,1,0,0,9715-WZCLW
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,1,3.7909846770510898,0,0,0,0,0,1,0,0,7587-RZNME
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,1,1,4.396915247167632,1,0,0,0,0,1,0,0,8086-OVPWV
0,1,0,4.290459441148391,1,1,1,0,1,1,1,1,1,4.710880640410205,1,0,0,1,1,0,0,0,9070-BCKQP
0,0,0,2.3978952727983707,1,0,0,0,0,0,0,0,0,2.9882040071331994,0,1,0,0,0,0,1,0,5863-OOKCL
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.0587070727153796,0,1,0,0,0,0,1,0,9122-UMROB
0,0,0,1.6094379124341003,1,0,0,0,0,0,1,0,0,4.367547313409047,1,0,0,0,0,1,0,0,6376-GAHQE
0,0,0,3.332204510175204,1,0,1,1,0,0,0,0,0,3.9862024036023977,0,0,0,1,0,0,0,0,6064-ZATLR
0,0,0,3.970291913552122,1,1,0,0,1,0,0,1,1,4.504797211841304,1,0,0,1,1,0,0,0,6900-RBKER
0,1,0,3.1354942159291497,1,0,0,0,0,0,1,0,1,4.394449154672439,1,0,0,0,1,0,0,0,8212-CRQXP
1,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.261975403606051,1,0,0,0,0,1,0,0,8000-REIQB
0,1,0,2.3978952727983707,1,0,1,0,0,1,0,0,1,4.024458434757935,0,0,0,0,1,0,0,0,8735-DCXNF
0,1,1,3.8918202981106265,1,0,0,1,1,0,0,0,1,4.039536325727106,0,0,1,0,1,0,0,0,5306-BVTKJ
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.0819099697950434,0,1,0,0,0,0,1,0,4013-GUXND
0,1,0,2.5649493574615367,1,0,0,0,0,0,0,0,1,3.0469005601283903,0,1,0,1,0,1,0,0,3239-TPHPZ
0,1,1,2.833213344056216,1,1,1,1,0,1,1,1,0,4.45318382899021,0,0,0,0,0,1,0,0,6473-ULUHT
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.0106208860477417,0,1,1,0,1,0,0,0,6598-RFFVI
1,0,0,2.70805020110221,1,1,0,0,0,0,1,1,1,4.570578741218473,1,0,0,0,0,1,0,0,3320-VEOYC
0,1,1,4.127134385045092,1,1,0,0,1,1,1,1,1,4.406719247264253,0,0,0,1,0,0,0,0,6013-BHCAW
0,1,1,2.4849066497880004,1,0,0,0,0,0,0,0,1,3.065724645374026,0,1,0,0,0,1,0,0,7266-GSSJX
0,0,0,2.5649493574615367,1,1,0,0,0,1,1,1,0,4.318154558079471,0,0,1,0,0,0,1,0,9033-EOXWV
0,1,0,4.2626798770413155,1,0,0,0,0,0,0,0,0,3.0373539482448106,0,1,0,1,1,0,0,0,6060-QBMGV
0,0,0,2.8903717578961645,1,0,0,0,0,0,0,0,0,3.0469005601283903,0,1,1,0,1,0,0,0,4359-INNWN
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,4.2626798770413155,1,0,0,0,0,0,0,0,4512-ZUIYL
0,0,0,2.302585092994046,1,0,0,0,0,0,0,0,1,2.9932291433358724,0,1,0,0,0,0,1,0,9025-ZRPVR
0,1,1,3.5263605246161616,1,0,1,1,1,0,0,0,1,4.085135623136791,0,0,1,0,0,0,1,0,5844-QVTAT
0,1,1,4.248495242049359,1,1,1,0,1,1,1,1,0,4.476199804691132,0,0,0,1,0,0,0,0,2885-HIJDH
0,0,0,2.772588722239781,1,0,0,1,0,0,0,0,0,3.9090184964078474,0,0,0,0,0,1,0,0,9163-GHAYE
1,1,0,3.58351893845611,1,1,1,1,0,1,1,0,1,4.620058798481842,1,0,0,0,0,0,0,0,8840-DQLGN
0,0,1,3.871201010907891,1,0,1,1,0,0,0,0,1,4.030694535145645,0,0,0,0,0,1,0,0,9308-ANMVE
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,3.8099902798629945,0,0,0,0,0,0,1,0,7663-RGWBC
0,0,0,3.7376696182833684,1,1,0,0,1,0,0,0,1,4.037774210733707,0,0,0,0,0,0,0,0,3413-CSSTH
0,1,1,3.091042453358316,0,0,0,0,0,0,0,0,1,3.2976870052924907,0,0,0,0,0,1,0,0,3787-TRIAL
0,1,0,3.5553480614894135,1,0,0,0,0,1,0,0,0,3.9357395320454622,0,0,0,0,0,0,0,0,1730-VFMWO
0,1,1,3.5263605246161616,1,0,1,0,1,0,1,1,0,4.327438444389479,0,0,1,0,1,0,0,0,5524-KHNJP
1,0,0,2.4849066497880004,1,1,0,1,1,1,1,1,1,4.722063937459591,1,0,0,0,0,1,0,0,3292-PBZEJ
0,1,1,3.9889840465642745,1,1,0,0,1,1,1,1,1,4.378896741664954,0,0,1,0,0,0,1,0,0661-KBKPA
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,1,0,4.401216329067023,1,0,0,0,0,1,0,0,2737-YNGYW
1,0,0,0.6931471805599453,1,1,0,0,0,0,0,0,1,4.349632566862877,1,0,0,0,0,1,0,0,9248-OJYKK
1,0,0,2.995732273553991,1,0,0,0,1,0,1,1,1,4.5736795188967205,1,0,0,0,1,0,0,0,9190-MFJLN
0,0,0,1.791759469228055,1,1,0,1,0,0,0,1,1,4.174387269895637,0,0,0,0,0,1,0,0,2041-JIJCI
0,0,0,3.58351893845611,1,1,1,0,1,1,1,1,1,4.70002571700077,1,0,0,1,0,1,0,0,6733-LRIZX
1,1,0,1.0986122886681098,1,0,0,1,0,0,0,0,0,3.9347624923976356,0,0,0,0,1,0,0,0,7579-OOPEC
0,0,0,3.044522437723423,1,0,0,0,0,0,0,0,1,3.0301337002713233,0,1,0,1,0,0,1,0,5495-GPSRW
0,1,0,4.290459441148391,1,1,0,1,1,1,1,1,0,4.465333240800292,0,0,0,1,0,0,0,0,9339-FIIJL
0,1,1,3.6635616461296463,1,0,0,0,0,0,0,0,0,3.0587070727153796,0,1,1,0,0,0,1,0,8590-OHDIW
0,0,0,3.8066624897703196,1,1,0,0,0,0,0,0,1,3.9347624923976356,0,0,0,0,0,0,1,0,0440-QEXBZ
0,0,0,3.6888794541139363,0,0,1,1,0,1,1,0,1,3.9110225050945626,0,0,0,0,1,0,0,0,9039-RBEEE
0,1,0,4.127134385045092,1,1,1,1,1,1,0,1,1,4.404277243608702,0,0,0,1,0,0,0,0,0909-SELIE
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,3.8066624897703196,0,0,0,0,0,0,1,0,9214-EKVXR
0,0,0,3.6109179126442243,1,0,0,0,0,0,0,0,1,3.0610517396746335,0,1,1,0,1,0,0,0,3982-JGSFD
0,1,1,2.1972245773362196,1,0,0,0,0,0,0,0,0,2.998229153752578,0,1,0,1,0,0,1,0,2005-DWQZJ
1,1,0,3.7376696182833684,0,0,0,1,1,0,1,1,1,4.006423680849631,0,0,0,0,0,1,0,0,6128-AQBMT
0,0,0,4.04305126783455,1,0,1,0,1,1,0,0,1,4.114963849424837,0,0,1,0,1,0,0,0,3489-VSFRD
0,1,0,3.7612001156935624,1,0,0,0,0,0,0,0,0,3.056356895370426,0,1,0,1,0,1,0,0,4825-FUREZ
0,0,0,1.791759469228055,1,0,0,0,0,0,0,0,0,3.022860940942244,0,1,1,0,0,1,0,0,7311-MQJCH
0,1,0,4.276666119016055,1,0,0,0,0,0,0,0,0,3.0252910757955354,0,1,0,1,0,0,1,0,7602-DBTOU
0,1,1,4.290459441148391,1,0,1,1,1,1,1,1,1,4.694096395182493,1,0,0,1,0,0,0,0,6519-ZHPXP
1,1,0,2.4849066497880004,1,1,0,0,1,0,1,1,1,4.610655116218661,1,0,0,0,0,1,0,0,2012-NWRPA
1,0,0,2.1972245773362196,1,0,0,0,0,0,0,0,1,4.258445572902527,1,0,0,0,0,1,0,0,1016-DJTSV
0,1,1,4.127134385045092,1,0,0,0,0,0,0,0,0,3.0325462466767075,0,1,0,1,1,0,0,0,1830-IPXVJ
0,1,0,4.248495242049359,1,0,0,1,0,0,0,1,1,4.134366236571586,0,0,0,1,1,0,0,0,6023-GSSXW
0,1,1,4.248495242049359,1,1,0,0,1,0,1,1,1,4.609660091260944,1,0,0,0,1,0,0,0,0979-PHULV
0,0,0,3.7376696182833684,0,0,0,0,1,0,1,1,1,3.9579519373165457,0,0,1,0,0,1,0,0,8190-ZTQFB
0,1,1,3.8918202981106265,1,0,1,1,1,0,0,1,1,4.264087336809195,0,0,0,1,1,0,0,0,5696-JVVQY
0,1,1,3.871201010907891,1,0,0,0,0,0,0,0,0,3.0325462466767075,0,1,0,1,0,0,1,0,1709-EJDOX
0,1,1,3.8501476017100584,1,0,0,0,0,0,0,0,1,3.0492730404820207,0,1,0,1,0,0,1,0,5296-BFCYD
0,1,1,2.6390573296152584,1,1,0,0,0,0,0,0,1,4.32280727501391,1,0,0,0,1,0,0,0,9283-LZQOH
0,1,0,4.23410650459726,1,0,1,1,0,1,1,1,1,4.389498649512583,0,0,0,1,0,0,0,0,9140-CZQZZ
0,0,0,2.772588722239781,1,1,0,1,0,0,1,1,1,4.6166045636137545,1,0,0,0,0,1,0,0,9094-AZPHK
0,1,1,3.295836866004329,1,0,0,0,0,0,0,1,0,4.381401439279963,1,0,1,0,0,0,0,0,9138-EFSMO
0,0,0,2.0794415416798357,1,0,1,0,0,0,0,1,1,4.096009841541162,0,0,1,0,0,1,0,0,7629-WIXZF
0,0,0,4.143134726391533,1,0,0,0,0,0,0,0,1,3.005682604407159,0,1,0,1,1,0,0,0,3970-XGJDU
1,0,0,4.290459441148391,1,1,0,0,0,0,0,0,1,3.261935314328648,0,1,0,1,1,0,0,0,5334-AFQJB
1,0,0,3.091042453358316,1,1,0,0,0,0,1,1,1,4.5685062016165,1,0,0,0,0,0,0,0,9279-CJEOJ
0,1,0,3.2188758248682006,1,1,0,0,0,0,0,0,1,4.335982696172475,1,0,0,0,1,0,0,0,8155-IBNHG
1,1,0,4.060443010546419,1,1,0,1,0,0,0,1,1,4.50920979484218,1,0,0,0,0,1,0,0,7529-ZDFXI
0,1,0,3.912023005428146,1,0,0,0,0,0,0,0,0,3.065724645374026,0,1,1,0,0,0,0,0,0048-PIHNL
1,1,0,4.290459441148391,1,1,0,0,0,0,0,0,0,3.2308043957334744,0,1,0,1,0,0,0,0,8735-SDUFN
0,1,0,4.174387269895637,1,0,1,1,0,1,1,1,1,4.654436427291009,1,0,0,1,1,0,0,0,0868-VJRDR
1,0,0,3.6375861597263857,0,0,0,1,1,0,0,0,0,3.6283329542459026,0,0,0,0,0,1,0,0,4360-QRAVE
0,0,0,2.8903717578961645,1,0,0,0,1,0,0,0,1,4.3522115495946965,1,0,0,0,0,1,0,0,1092-GANHU
0,1,1,4.290459441148391,0,0,1,1,1,1,1,1,0,4.200204952921578,0,0,0,1,0,0,0,0,0769-MURVM
0,1,0,3.912023005428146,1,0,0,0,0,0,0,0,1,3.0469005601283903,0,1,1,0,0,0,0,0,2812-REYAT
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,0,3.022860940942244,0,1,0,0,0,1,0,0,4693-VWVBO
0,1,1,3.9512437185814275,1,1,0,0,0,0,0,0,1,3.2561716096118976,0,1,0,1,0,0,1,0,2263-SFSQZ
0,0,0,0.6931471805599453,0,0,0,1,0,1,0,1,1,3.8210036070409776,0,0,0,0,0,0,1,0,7851-FLGGQ
0,1,1,3.7376696182833684,1,1,1,1,1,0,1,0,1,4.373868446972418,0,0,1,0,1,0,0,0,9917-KWRBE
0,1,0,4.290459441148391,1,1,1,0,1,1,1,1,1,4.45318382899021,0,0,0,1,0,0,0,0,8125-QPFJD
1,0,0,2.1972245773362196,1,1,0,0,0,0,0,1,0,4.456670177669648,1,0,0,0,0,1,0,0,1200-TUZHR
0,0,0,3.8066624897703196,1,0,1,0,0,1,1,0,0,4.1956970564823886,0,0,1,0,0,1,0,0,9209-NWPGU
0,1,1,4.04305126783455,1,1,1,1,0,1,0,1,1,4.341855469984605,0,0,0,1,1,0,0,0,1088-AUUZZ
1,1,0,3.2188758248682006,0,0,1,0,0,0,0,1,0,3.6913763343125234,0,0,0,0,0,0,0,0,2778-OCLGR
0,0,0,1.3862943611198906,0,0,0,0,0,0,0,0,0,3.2676659890376327,0,0,0,0,0,1,0,0,8993-PHFWD
0,0,0,2.4849066497880004,1,0,0,0,0,0,0,0,0,3.0610517396746335,0,1,0,0,0,0,1,0,9932-WBWIK
0,1,1,2.1972245773362196,1,0,0,0,0,0,0,0,0,3.0204248861443626,0,1,0,1,0,0,0,0,7337-CINUD
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.077312260546414,0,1,0,0,0,1,0,0,8620-RJPZN
1,0,0,2.772588722239781,1,0,0,1,0,0,0,0,1,4.334672938290411,1,0,0,0,1,0,0,0,8020-BWHYL
1,0,0,2.4849066497880004,1,1,0,0,0,0,1,1,1,4.565909472034789,1,0,0,0,0,0,0,0,6328-ZPBGN
0,0,0,2.302585092994046,0,0,0,0,0,0,0,0,1,3.2561716096118976,0,0,0,0,0,1,0,0,1335-NTIUC
0,0,0,2.6390573296152584,1,1,1,0,0,0,1,1,0,4.5966338549658055,1,0,0,0,0,0,1,0,0952-KMEEH
0,0,0,3.6109179126442243,0,0,1,1,1,1,0,1,1,3.9908341858524357,0,0,0,1,0,0,1,0,2773-MADBQ
0,1,0,4.143134726391533,0,0,0,0,0,1,1,0,1,3.6888794541139363,0,0,0,1,0,0,0,0,0979-MOZQI
0,1,1,3.4965075614664802,1,0,0,1,0,0,1,0,1,4.467056883858457,1,0,0,0,0,1,0,0,5651-YLPRD
0,0,0,4.0943445622221,1,0,0,0,1,0,1,1,0,4.572646994282532,1,0,0,1,0,1,0,0,9128-CPXKI
0,1,0,4.2626798770413155,1,1,1,1,1,1,1,1,0,4.759177998467439,1,0,1,0,1,0,0,0,1444-VVSGW
0,1,1,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.017982882488811,0,1,0,0,0,1,0,0,3679-XASPY
0,1,0,4.290459441148391,1,1,1,1,0,1,0,1,1,4.620551288026394,1,0,0,1,0,0,0,0,8809-XKHMD
0,1,0,2.8903717578961645,0,0,0,1,0,0,1,1,1,3.927896354584436,0,0,0,0,0,0,1,0,1100-DDVRV
1,0,0,4.04305126783455,1,1,0,0,1,0,1,1,1,4.625462889255854,1,0,0,0,0,1,0,0,7901-TBKJX
0,0,0,0.6931471805599453,0,0,0,1,0,0,0,0,0,3.432372999130605,0,0,0,0,0,0,0,0,6317-YPKDH
0,0,0,3.2188758248682006,1,0,0,0,0,0,0,1,1,4.392595586023115,1,0,0,0,1,0,0,0,7567-ECMCM
0,0,0,2.1972245773362196,1,0,1,0,0,1,0,0,0,4.0118683403978626,0,0,1,0,0,0,0,0,3354-OADJP
0,1,1,4.2626798770413155,1,0,1,1,1,1,0,1,0,4.318820558770089,0,0,1,0,1,0,0,0,3487-EARAT
0,1,1,2.302585092994046,0,0,0,1,0,0,0,0,1,3.432372999130605,0,0,0,0,0,1,0,0,6543-CPZMK
0,0,0,4.174387269895637,1,1,0,0,0,0,0,0,0,3.246490991901174,0,1,1,0,0,0,1,0,8592-PLTMQ
1,0,0,3.044522437723423,1,0,0,0,0,0,1,1,0,4.5103099049641315,1,0,0,0,0,1,0,0,1302-UHBDD
0,0,0,1.6094379124341003,1,0,0,1,0,0,0,0,1,4.3522115495946965,1,0,0,0,0,0,0,0,2919-HBCJO
0,1,1,3.784189633918261,0,0,0,1,0,0,0,0,0,3.4111477125153233,0,0,0,0,1,0,0,0,1395-OFUWC
0,0,0,2.5649493574615367,1,0,0,0,0,0,0,1,0,4.370712874773608,1,0,0,0,0,0,0,0,3096-IZETN
0,0,0,2.4849066497880004,1,1,0,0,0,0,0,1,1,4.093510881473524,0,0,0,0,0,0,1,0,2782-LFZVW
1,0,1,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.276666119016055,1,0,0,0,0,1,0,0,7409-KIUTL
0,1,0,4.1588830833596715,1,1,0,0,1,1,1,1,0,4.39197696552705,0,0,0,1,1,0,0,0,4737-HOBAX
1,0,0,3.58351893845611,1,0,0,0,0,0,0,0,0,4.27039650600246,1,0,0,0,0,1,0,0,9112-WSNPU
1,0,1,3.5263605246161616,1,1,0,1,1,0,1,1,1,4.666735541646246,1,0,0,0,0,0,0,0,8059-UDZFY
1,0,0,1.791759469228055,1,0,0,0,0,0,1,1,1,4.526126978647638,1,0,0,0,0,1,0,0,8414-MYSHR
0,0,0,2.5649493574615367,0,0,0,1,1,1,1,1,0,4.121473229610353,0,0,1,0,0,1,0,0,7750-EYXWZ
0,0,1,1.6094379124341003,0,0,1,1,1,0,1,1,1,4.063885354737392,0,0,0,0,0,0,1,0,9842-EFSYY
0,1,0,2.9444389791664403,1,0,0,0,1,1,0,0,0,4.37197629882038,1,0,0,0,0,1,0,0,0365-GXEZS
1,0,0,3.332204510175204,1,1,0,0,1,0,0,0,1,4.370080563655481,1,0,0,0,0,1,0,0,4412-YLTKF
0,0,0,4.143134726391533,1,1,1,1,0,1,0,1,0,4.634728988229636,1,0,1,0,0,1,0,0,5445-PZWGX
0,1,1,4.290459441148391,1,1,0,0,0,0,0,0,0,3.2367157429965316,0,1,0,1,0,0,0,0,0402-OAMEN
0,0,0,2.1972245773362196,1,1,1,1,1,0,0,0,1,4.197201947661808,0,0,0,0,0,0,0,0,6854-EXGSF
